period,game_clock,team_id,hull_area,game
1,680.59,1610612761,1200.4304170312005,01.01.2016.CHA.at.TOR
1,680.39,1610612761,1196.2148951110998,01.01.2016.CHA.at.TOR
1,680.19,1610612761,1186.5881326930503,01.01.2016.CHA.at.TOR
1,679.99,1610612761,1172.3692034314001,01.01.2016.CHA.at.TOR
1,679.79,1610612761,1145.4585913714502,01.01.2016.CHA.at.TOR
1,679.59,1610612761,1104.64487222145,01.01.2016.CHA.at.TOR
1,679.39,1610612761,1062.2160273218,01.01.2016.CHA.at.TOR
1,679.19,1610612761,1010.7519989443499,01.01.2016.CHA.at.TOR
1,678.99,1610612761,951.8113786476999,01.01.2016.CHA.at.TOR
1,678.79,1610612761,885.8724336797001,01.01.2016.CHA.at.TOR
1,678.59,1610612761,849.0640229341,01.01.2016.CHA.at.TOR
1,678.39,1610612761,827.1971224834499,01.01.2016.CHA.at.TOR
1,678.19,1610612761,808.8574075812,01.01.2016.CHA.at.TOR
1,677.99,1610612761,792.1921531987001,01.01.2016.CHA.at.TOR
1,677.79,1610612761,780.00966287195,01.01.2016.CHA.at.TOR
1,677.59,1610612761,766.27369405525,01.01.2016.CHA.at.TOR
1,677.39,1610612761,752.8651016999,01.01.2016.CHA.at.TOR
1,677.19,1610612761,747.3590878424501,01.01.2016.CHA.at.TOR
1,676.99,1610612761,738.8482126198002,01.01.2016.CHA.at.TOR
1,676.79,1610612761,729.8071530866999,01.01.2016.CHA.at.TOR
1,676.59,1610612761,722.7010264772999,01.01.2016.CHA.at.TOR
1,676.39,1610612761,715.4640001390499,01.01.2016.CHA.at.TOR
1,676.19,1610612761,709.11474924865,01.01.2016.CHA.at.TOR
1,675.59,1610612761,600.9602003998501,01.01.2016.CHA.at.TOR
1,675.39,1610612761,530.8829299203001,01.01.2016.CHA.at.TOR
1,675.19,1610612761,453.6796395245501,01.01.2016.CHA.at.TOR
1,674.99,1610612761,387.19121121060004,01.01.2016.CHA.at.TOR
1,674.79,1610612761,341.73556585739993,01.01.2016.CHA.at.TOR
1,674.59,1610612761,315.06991660725,01.01.2016.CHA.at.TOR
1,674.39,1610612761,294.89476247669995,01.01.2016.CHA.at.TOR
1,674.19,1610612761,304.0465012846,01.01.2016.CHA.at.TOR
1,673.71,1610612761,339.81024494515003,01.01.2016.CHA.at.TOR
1,673.51,1610612761,342.95635420639996,01.01.2016.CHA.at.TOR
1,673.31,1610612761,356.5962224891,01.01.2016.CHA.at.TOR
1,673.11,1610612761,375.1941693927,01.01.2016.CHA.at.TOR
1,672.47,1610612761,402.86112551109994,01.01.2016.CHA.at.TOR
1,672.27,1610612761,425.2542608914001,01.01.2016.CHA.at.TOR
1,672.07,1610612761,435.11843699714996,01.01.2016.CHA.at.TOR
1,671.87,1610612761,440.3688430553,01.01.2016.CHA.at.TOR
1,671.67,1610612761,444.49602400130016,01.01.2016.CHA.at.TOR
1,671.47,1610612761,465.28354133324984,01.01.2016.CHA.at.TOR
1,671.27,1610612761,522.5662802439999,01.01.2016.CHA.at.TOR
1,671.07,1610612761,585.1473913054999,01.01.2016.CHA.at.TOR
1,670.87,1610612761,631.9455042119,01.01.2016.CHA.at.TOR
1,670.67,1610612761,659.2837367307001,01.01.2016.CHA.at.TOR
1,670.47,1610612761,665.1642569175,01.01.2016.CHA.at.TOR
1,670.27,1610612766,324.35007174475,01.01.2016.CHA.at.TOR
1,669.75,1610612761,615.4331496375999,01.01.2016.CHA.at.TOR
1,669.55,1610612761,638.4924301643001,01.01.2016.CHA.at.TOR
1,669.35,1610612761,657.2379664639999,01.01.2016.CHA.at.TOR
1,669.15,1610612761,666.6993009091,01.01.2016.CHA.at.TOR
1,668.95,1610612761,695.2129638745001,01.01.2016.CHA.at.TOR
1,668.75,1610612761,714.39859249685,01.01.2016.CHA.at.TOR
1,668.55,1610612761,714.27896681575,01.01.2016.CHA.at.TOR
1,667.23,1610612766,72.90730651839999,01.01.2016.CHA.at.TOR
1,667.03,1610612766,51.98259044004998,01.01.2016.CHA.at.TOR
